"","Sample_ID","Sample_date","Sample_site","Dretrocurva","Veliger","Mesocyclops","Soregonensis","DOY","Y","Chl_a_ugL_L","Secchi_depth_m","AvgTemp"
"104","19960702-27-918",1996-07-02,"27-918",80.2147540519275,24.8721899433754,0.512127207179969,0,184,1996,1.4418,2.1,20.85
"105","19960702-29-905",1996-07-02,"29-905",55.6366506129373,134.978523987147,1.02289295429379,0,184,1996,1.71948,2.7,21.15
"106","19960702-29-905B",1996-07-02,"29-905",20.4577517678399,67.8777972083193,0.188574622981705,0.211229361642216,184,1996,NA,2.7,21.15
"107","19960702-36-873",1996-07-02,"36-873",91.5270414483943,22.4877013043122,1.10898486382906,0,184,1996,4.62444,1.8,23.3
"108","19960702-37-890",1996-07-02,"37-890",165.970482159789,145.64967872668,0.419934089609392,0,184,1996,8.20224,1.5,24.5
"109","19960708-14-972",1996-07-08,"14-972",65.5976685403748,32.6570702459297,4.51566767666034,0,190,1996,2.30688,1.1,23
"110","19960708-16-970",1996-07-08,"16-970",218.164143446426,16.9467090580551,12.7696710498745,0,190,1996,2.53116,1.2,23.4
"111","19960708-16-970B",1996-07-08,"16-970",74.1441926036313,14.5767652912909,9.74346182148611,0.835909149804528,190,1996,NA,1.2,23.4
"112","19960708-8-994",1996-07-08,"8-994",58.8831821301146,7.55385706988881,22.9297529209845,1.11922908618541,190,1996,0.89712,4,21.95
"113","19960712-27-918",1996-07-12,"27-918",78.1265400159857,17.7990943823869,1.48233556441663,0,194,1996,1.21752,2.7,21.6
"114","19960712-29-905",1996-07-12,"29-905",55.2914283353107,28.7687845789349,1.10748710114019,0,194,1996,1.45782,3.1,21.6
"115","19960712-36-873",1996-07-12,"36-873",63.4850363344132,61.7308322597387,0.365173296882356,0,194,1996,2.75544,1.5,22.5
"116","19960712-37-890",1996-07-12,"37-890",174.370006833277,65.637733345968,2.16484242292096,0,194,1996,7.29978,1.2,22.7
"117","19960715-8-994",1996-07-15,"8-994",91.7821926918832,3.07562194553443,68.0190255822362,0,197,1996,2.71272,2.4,22.6
"118","19960716-14-972",1996-07-16,"14-972",112.691547123221,102.905078109907,20.2529640855167,0,198,1996,8.07408,1.1,25.05
"119","19960717-27-918",1996-07-17,"27-918",32.6766274655173,29.9175691159317,12.0981097443802,0,199,1996,1.30296,2.29,22.2
"120","19960717-29-905",1996-07-17,"29-905",42.0259954313312,48.3386949848557,9.1636205777101,0,199,1996,1.30296,2.44,22.15
"121","19960717-36-873",1996-07-17,"36-873",144.891284359924,191.045652590186,4.26033124497665,0,199,1996,9.84696,1.52,24.05
"122","19960717-37-890",1996-07-17,"37-890",41.5562672685027,54.7305885365722,0,0,199,1996,1.51656,2.44,24
"123","19960718-16-970",1996-07-18,"16-970",109.36354956961,14.4359322949993,18.8615168981453,0,200,1996,6.7284,1.98,24
"124","19960722-14-972",1996-07-22,"14-972",51.6560486474697,62.0628811538077,22.1579407917536,0,204,1996,5.38984,1.52,23.5
"125","19960722-8-994",1996-07-22,"8-994",115.818786081099,2.74541136200286,14.2007462747485,0,204,1996,8.49772,1.52,23.25
"126","19960723-16-970",1996-07-23,"16-970",66.8188359970986,16.4170736596582,24.1284271933219,0,205,1996,10.5999,1.98,23
"127","19960723-27-918",1996-07-23,"27-918",22.0707634135525,179.052634687246,1.04424539560947,0,205,1996,9.08334,1.98,22.6
"128","19960723-29-905",1996-07-23,"29-905",0,9.3269003224912,0,0,205,1996,7.58814,2.13,21.9
"129","19960723-36-873",1996-07-23,"36-873",59.9574694159513,59.789106836392,2.61034193126984,0,205,1996,6.9153,1.83,23.25
"130","19960723-37-890",1996-07-23,"37-890",8.39942254995409,110.178919613961,0.638724792006546,0,205,1996,7.1556,1.067,23.25
"131","19960730-27-918",1996-07-30,"27-918",0.627206951175695,31.8110841812426,0.186114431654883,0,212,1996,13.65972,2,22.4
"132","19960730-29-905",1996-07-30,"29-905",0,32.2631561708746,0,0,212,1996,7.01676,1.8,21.9
"133","19960730-36-873",1996-07-30,"36-873",8.40470539334434,287.474862335092,4.77786865248747,0,212,1996,3.42828,1.4,22.6
"134","19960730-36-873B",1996-07-30,"36-873",3.81102280421022,252.57326961866,0.2922279881013,0,212,1996,NA,1.4,22.6
"135","19960730-37-890",1996-07-30,"37-890",1.2012698437934,85.3216522961954,0.826060803407538,0,212,1996,12.55968,1.1,22.6
"136","19960801-14-972",1996-08-01,"14-972",0.69139076371444,39.9274123283317,1.49032372209699,0,214,1996,4.15986,1.98,22.8
"137","19960801-16-970",1996-08-01,"16-970",2.64943262623553,42.0080130292169,3.21140919597015,0,214,1996,3.47634,1.83,22.9
"138","19960801-8-994",1996-08-01,"8-994",1.62205619394533,1.23382016504128,25.6618688186059,0,214,1996,9.45714,2.44,22.6
"139","19960805-16-970",1996-08-05,"16-970",1.6568079538902,278.453932809739,1.65745265416061,0.231164566202912,218,1996,5.14776,2.6,24.05
"140","19960805-16-970B",1996-08-05,"16-970",3.08317881602346,180.989777938243,3.28024210230362,0.471835229733799,218,1996,NA,2.6,24.05
"141","19960805-27-918",1996-08-05,"27-918",0.150726737160937,28.070528000618,0.0596697818370628,0,218,1996,3.72732,2.7,22.4
"142","19960805-29-905",1996-08-05,"29-905",0,36.5577249015518,0,0,218,1996,7.5294,2.7,22.55
"143","19960805-36-873",1996-08-05,"36-873",0.156066321859714,46.2297904599075,5.17266553708669,0,218,1996,6.90996,1.83,23.7
"144","19960805-37-890",1996-08-05,"37-890",0.136624866602192,26.452669390725,0.144036035472526,0,218,1996,6.26916,1.98,23.7
"145","19960806-14-972",1996-08-06,"14-972",0,29.6295724194965,0,0,219,1996,4.26132,2.13,23.25
"146","19960806-8-994",1996-08-06,"8-994",0,27.7595553432287,0.675809685705835,0,219,1996,4.806,3.05,22.85
"147","19960812-14-972",1996-08-12,"14-972",0,27.1202501658296,0,0,225,1996,4.66716,2.44,24.35
"148","19960812-16-970",1996-08-12,"16-970",0.191741510070322,7.95653538511088,0,0,225,1996,3.27876,2.74,24.15
"149","19960812-27-918",1996-08-12,"27-918",0.112550186831187,24.7746328892036,0.130230376518477,0,225,1996,2.23212,3.35,23.45
"150","19960812-29-905",1996-08-12,"29-905",0,33.220488387519,0,0,225,1996,1.29228,4.12,23.35
"151","19960812-36-873",1996-08-12,"36-873",7.13096219271652,26.3923492408283,7.8772645413259,0,225,1996,1.60734,2.44,24.05
"152","19960812-37-890",1996-08-12,"37-890",0.0683308462877523,34.1287890752498,0.663723119183146,0,225,1996,0.9612,1.22,24.05
"153","19960812-8-994",1996-08-12,"8-994",0.389884856935071,19.1647588596324,1.8058783192894,0,225,1996,7.21434,3.05,23.55
"154","19960812-8-994B",1996-08-12,"8-994",0.72816103756305,12.4007263209386,1.52351149699842,0,225,1996,NA,3.05,23.55
"155","19960819-27-918",1996-08-19,"27-918",0,17.5422738781543,0,0,232,1996,3.8448,3.4,23
"156","19960819-29-905",1996-08-19,"29-905",0,19.9929170336607,0.1057872407971,0,232,1996,3.35886,2.9,23.25
"157","19960820-14-972",1996-08-20,"14-972",0.537707383583288,16.0401124626345,4.29473163713872,0,233,1996,7.77504,1.8,24.3
"158","19960820-3-996",1996-08-20,"3-996",0.433529345994658,6.26335097670263,0.690240046052616,0,233,1996,10.64796,1.5,24.35
"159","19960821-16-970",1996-08-21,"16-970",0.156091267707486,8.68990291429408,2.37369130222128,0,234,1996,2.7501,2.4,24.5
"160","19960823-8-994",1996-08-23,"8-994",0.190300266062376,0.17963020789279,9.95684611346912,5.51547301503697,236,1996,12.96018,1.8,22.5
"161","19960826-36-873",1996-08-26,"36-873",0.814369388979162,49.8276274406285,2.42628566311327,0,239,1996,6.0075,1.4,25
"162","19960826-37-890",1996-08-26,"37-890",0.359723024625378,21.2712841911272,6.58742173836462,0.365755282461581,239,1996,4.6191,0.9,24.25
"163","19960827-14-972",1996-08-27,"14-972",3.71210763433182,5.94164297103964,1.56033926336874,0,240,1996,13.74516,1.5,24.55
"164","19960827-14-972B",1996-08-27,"14-972",6.20324574536926,9.02187673349183,7.06177337090055,0,240,1996,NA,1.5,24.55
"165","19960827-16-970",1996-08-27,"16-970",0.4700164082432,45.0132721619155,1.07743121560004,0,240,1996,4.22928,2.3,24.35
"166","19960827-27-918",1996-08-27,"27-918",0,6.20664246343852,0.149452026386528,0,240,1996,2.46174,3.5,23.4
"167","19960827-29-905",1996-08-27,"29-905",0,3.03209207225282,0.119125825708491,0,240,1996,3.88218,2.7,23.65
"168","19960827-8-994",1996-08-27,"8-994",0,0.223783873860559,1.43409678979019,1.73786875925031,240,1996,6.02352,4.3,22.65
"169","19960903-14-972",1996-09-03,"14-972",0.00873711816718183,22.0633416511366,0.336094682500983,0,247,1996,4.60308,2.7,25
"170","19960903-16-970",1996-09-03,"16-970",0.328492891867665,25.4421229234251,0.347143723705828,0,247,1996,5.95944,2.7,24.75
"171","19960903-8-994",1996-09-03,"8-994",5.6296712531369,8.23031353308566,4.05048069821037,0,247,1996,0,2.3,24.5
"172","19960904-27-918",1996-09-04,"27-918",0,3.17484995894688,0,0,248,1996,5.874,3,23.55
"173","19960904-29-905",1996-09-04,"29-905",0,1.20971303846444,0,0,248,1996,6.65364,2.4,24.1
"174","19960904-36-873",1996-09-04,"36-873",1.91121675304736,32.3531770039872,2.18170281697512,0,248,1996,NA,3.5,23.85
"175","19960904-37-890",1996-09-04,"37-890",0,1.90871979531887,9.27830218559632,0,248,1996,5.874,0.9,23.85
"176","19960909-8-994",1996-09-09,"8-994",0.589797570264104,13.0628863163259,3.55458731332748,0.253396176254763,253,1996,13.09101,1.68,23.9
"177","19960911-14-972",1996-09-11,"14-972",0.0613324095461265,17.5529030882519,3.96454526272183,0,255,1996,12.02034,1.07,23.75
"178","19960911-16-970",1996-09-11,"16-970",0.517969790361561,12.9293700008052,3.47254259432411,0,255,1996,12.43152,1.07,23.7
"179","19960911-27-918",1996-09-11,"27-918",0,2.2034058914888,0,0,255,1996,12.68784,1.83,23.35
"180","19960911-29-905",1996-09-11,"29-905",0,1.26170490366858,0,0,255,1996,9.75084,1.98,23.25
"181","19960911-36-873",1996-09-11,"36-873",0.979871896872266,11.8455304039554,5.2286617168968,0,255,1996,10.0926,2.15,23.4
"182","19960911-37-890",1996-09-11,"37-890",0.164643283877027,12.3191678454449,16.146955664054,0,255,1996,24.79896,0.46,23.3
"183","19960920-14-972",1996-09-20,"14-972",0.332282827630305,0.913088306218363,0.0994788883148768,0,264,1996,2.136,1.98,19.15
"184","19960920-16-970",1996-09-20,"16-970",0.389751972852295,1.5557167165762,0.219850858277515,0,264,1996,2.2962,2.9,18.95
"185","19960920-27-918",1996-09-20,"27-918",0,0.398144205337136,0,0,264,1996,4.22928,2.44,19
"186","19960920-29-905",1996-09-20,"29-905",0.758732735519308,0.94743012304516,0,0,264,1996,2.67,2.29,18.7
"187","19960920-36-873",1996-09-20,"36-873",0,2.11352412588861,1.70450985495935,0,264,1996,4.26132,0.61,18.15
"188","19960920-37-890",1996-09-20,"37-890",1.44059846022578,1.00637351845539,3.32533065491202,0,264,1996,6.50412,0.61,19.1
"189","19960920-8-994",1996-09-20,"8-994",2.54140546187054,6.94570137185456,4.72643273050234,0,264,1996,5.63904,1.21,19.6
"190","19960923-3-996",1996-09-23,"3-996",0.369257417047124,10.2330953352093,7.35557111251209,0,267,1996,NA,0.9,18.85
"191","19960923-8-994",1996-09-23,"8-994",3.7695241362247,7.11734457968327,8.58590638883841,0,267,1996,NA,1.53,19.5
"192","19960924-14-972",1996-09-24,"14-972",0,4.97889057874788,0.446672590869352,0,268,1996,NA,1.23,18.6
"193","19960925-16-970",1996-09-25,"16-970",0.430012076881109,7.60239459636488,1.18090047768088,0,269,1996,0.38448,1.846,18.5
"194","19961001-27-918",1996-10-01,"27-918",0,0.422984502844242,0,0,275,1996,2.01318,1.23,16.95
"195","19961001-29-905",1996-10-01,"29-905",0,0.173075572131345,0,0,275,1996,1.6287,1.846,16.9
"196","19961001-36-873",1996-10-01,"36-873",0.600051127309477,0.476860885546297,1.47476395589333,0,275,1996,4.62444,0.769,17.2
"197","19961001-37-890",1996-10-01,"37-890",2.46788699216512,1.75097483020729,6.53702062096884,0,275,1996,5.12106,0.6,17.2
"198","19970522-14-972",1997-05-22,"14-972",0.0441366788702251,0,0.0761317364464836,0,142,1997,1.2282,1.5,NA
"199","19970522-16-970",1997-05-22,"16-970",0.0932444208335079,0,0.129414976346792,0,142,1997,0.28836,1.8,NA
"200","19970522-8-994",1997-05-22,"8-994",0.417176902868805,0,0.0997215225436082,0,142,1997,1.2816,1.8,NA
"201","19970523-27-918",1997-05-23,"27-918",0.00459357446470982,0,0.0154701581558975,0,143,1997,0.98256,NA,10.85
"202","19970523-29-905",1997-05-23,"29-905",0,0,0.018684736474006,0,143,1997,0.40584,2.7,11
"203","19970605-36-873",1997-06-05,"36-873",2.30466102596788,6.3923423355967,0.571012292912441,0,156,1997,1.2816,0.2,15.95
"204","19970605-37-890",1997-06-05,"37-890",1.75734796765886,0,2.19957807348291,0,156,1997,1.068,0.3,14.6
"205","19970610-14-972",1997-06-10,"14-972",4.81972911996696,12.9485716474694,0,0,161,1997,0.61944,1.8,17.4
"206","19970610-16-970",1997-06-10,"16-970",21.8259090285182,2.67560478719505,0,0,161,1997,0.3204,2.7,16.3
"207","19970610-27-918",1997-06-10,"27-918",5.94556647555146,0,0.0469287203174812,0,161,1997,6.57888,1.1,17.325
"208","19970610-29-905",1997-06-10,"29-905",1.60745397567584,2.65969410954084,0,0,161,1997,0.29904,1.4,18.4
"209","19970610-36-873",1997-06-10,"36-873",2.73616308179998,53.2432236942074,0.214779267620317,0,161,1997,0.28836,0.2,20.65
"210","19970610-37-890",1997-06-10,"37-890",3.1217091239738,1.01225343213438,0.322802972639468,0,161,1997,1.66608,0.2,19.65
"211","19970610-8-994",1997-06-10,"8-994",19.350723009079,5.09807637638586,0.512197623028798,0,161,1997,2.49912,1.2,15.8
